"Type-Algorithm","Time","Comparisons","Assignments","Array-Size"
"Cocktail-sort","91539000","30343480","50545490","8991"
"Shell-sort","930000","205023","266331","8992"
"Merge-sort","1104000","52595","236992","8992"
"Cocktail-sort","90284000","30562350","50546185","8992"
"Shell-sort","945000","217785","279100","8993"
"Merge-sort","1090000","52565","237022","8993"
"Cocktail-sort","95494000","30339006","50351725","8993"
"Shell-sort","1337000","212113","273435","8994"
"Merge-sort","1615000","52603","237052","8994"
"Cocktail-sort","95898000","30122050","50027460","8994"
"Shell-sort","935000","204228","265557","8995"
"Merge-sort","1111000","52515","237082","8995"
"Cocktail-sort","92532000","30442200","50365733","8995"
"Shell-sort","933000","208738","270074","8996"
"Merge-sort","1099000","52648","237112","8996"
"Cocktail-sort","97096000","30230720","50570598","8996"
"Shell-sort","915000","200127","261470","8997"
"Merge-sort","1154000","52630","237142","8997"
"Cocktail-sort","92884000","30553946","51121351","8997"
"Shell-sort","929000","211351","272701","8998"
"Merge-sort","1086000","52533","237172","8998"
"Cocktail-sort","92454000","30576301","50778127","8998"
"Shell-sort","970000","210434","271791","8999"
"Merge-sort","1105000","52551","237202","8999"
"Cocktail-sort","98669000","30253188","50521541","8999"
"Shell-sort","1069000","215213","276577","9000"
"Merge-sort","1166000","52696","237232","9000"
"Cocktail-sort","93425000","30311902","50460392","9000"
"Shell-sort","1257000","217640","279011","9001"
"Merge-sort","1107000","52583","237262","9001"
"Cocktail-sort","91256000","30356982","50619934","9001"
"Shell-sort","964000","232611","293989","9002"
"Merge-sort","1088000","52639","237292","9002"
"Cocktail-sort","91280000","30419984","50775302","9002"
"Shell-sort","945000","213052","274437","9003"
"Merge-sort","1102000","52666","237322","9003"
"Cocktail-sort","92116000","30851404","51460873","9003"
"Shell-sort","944000","216734","278126","9004"
"Merge-sort","1086000","52577","237352","9004"
"Cocktail-sort","91352000","30275558","50224455","9004"
"Shell-sort","932000","206499","267898","9005"
"Merge-sort","1095000","52622","237382","9005"
"Cocktail-sort","90786000","30621500","50511473","9005"
"Shell-sort","941000","211080","272486","9006"
"Merge-sort","1087000","52563","237412","9006"
"Cocktail-sort","91894000","30500890","51013960","9006"
"Shell-sort","947000","220582","281995","9007"
"Merge-sort","1097000","52542","237442","9007"
"Cocktail-sort","91805000","30626142","50649231","9007"
"Shell-sort","945000","215710","277130","9008"
"Merge-sort","1098000","52695","237472","9008"
"Cocktail-sort","90927000","30465024","50911064","9008"
"Shell-sort","918000","200229","261656","9009"
"Merge-sort","1088000","52767","237502","9009"
"Cocktail-sort","91342000","30759728","50951916","9009"
"Shell-sort","935000","209959","271393","9010"
"Merge-sort","1088000","52799","237532","9010"
"Cocktail-sort","91642000","30216037","50527546","9010"
"Shell-sort","923000","207147","268588","9011"
"Merge-sort","1107000","52680","237562","9011"
"Cocktail-sort","90759000","30138322","50386827","9011"
"Shell-sort","974000","206748","268196","9012"
"Merge-sort","1107000","52764","237592","9012"
"Cocktail-sort","91232000","30460559","50865384","9012"
"Shell-sort","965000","220082","281537","9013"
"Merge-sort","1161000","52699","237622","9013"
"Cocktail-sort","91145000","30514572","50560408","9013"
"Shell-sort","941000","206563","268025","9014"
"Merge-sort","1099000","52814","237652","9014"
"Cocktail-sort","91330000","30487593","50582557","9014"
"Shell-sort","946000","208533","270002","9015"
"Merge-sort","1088000","52749","237682","9015"
"Cocktail-sort","90497000","30306600","50077961","9015"
"Shell-sort","967000","225837","287313","9016"
"Merge-sort","1093000","52852","237712","9016"
"Cocktail-sort","90896000","30018078","49850110","9016"
"Shell-sort","933000","208692","270175","9017"
"Merge-sort","1088000","52667","237742","9017"
"Cocktail-sort","91282000","30410806","50826715","9017"
"Shell-sort","933000","211374","272864","9018"
"Merge-sort","1102000","52590","237772","9018"
"Cocktail-sort","91438000","30528160","50795139","9018"
"Shell-sort","935000","210805","272302","9019"
"Merge-sort","1097000","52715","237802","9019"
"Cocktail-sort","90722000","30278940","50719259","9019"
"Shell-sort","926000","201764","263268","9020"
"Merge-sort","1101000","52708","237832","9020"
"Cocktail-sort","90824000","30532687","50807693","9020"
"Shell-sort","956000","226213","287724","9021"
"Merge-sort","1090000","52735","237862","9021"
"Cocktail-sort","91468000","30907756","51166545","9021"
"Shell-sort","953000","223450","284968","9022"
"Merge-sort","1090000","52852","237892","9022"
"Cocktail-sort","91535000","30374274","50780483","9022"
"Shell-sort","946000","208636","270161","9023"
"Merge-sort","1090000","52715","237922","9023"
"Cocktail-sort","113698000","30636192","50767012","9023"
"Shell-sort","956000","219417","280949","9024"
"Merge-sort","1097000","52837","237952","9024"
"Cocktail-sort","90265000","30246400","50178442","9024"
"Shell-sort","926000","203313","264852","9025"
"Merge-sort","1099000","52991","237982","9025"
"Cocktail-sort","91170000","30464862","50823744","9025"
"Shell-sort","921000","204783","266329","9026"
"Merge-sort","1088000","52752","238012","9026"
"Cocktail-sort","92489000","30423997","50812890","9026"
"Shell-sort","955000","211866","273419","9027"
"Merge-sort","1097000","52749","238042","9027"
"Cocktail-sort","91661000","30442104","50571820","9027"
"Shell-sort","929000","208798","270358","9028"
"Merge-sort","1089000","52769","238072","9028"
"Cocktail-sort","91597000","31094379","51508431","9028"
"Shell-sort","961000","223834","285401","9029"
"Merge-sort","1100000","52878","238102","9029"
"Cocktail-sort","90769000","30541700","50755219","9029"
"Shell-sort","936000","212719","274293","9030"
"Merge-sort","1090000","52843","238132","9030"
"Cocktail-sort","91949000","30654448","51172253","9030"
"Shell-sort","954000","222852","284433","9031"
"Merge-sort","1098000","52891","238162","9031"
"Cocktail-sort","90527000","30555238","50804314","9031"
"Shell-sort","936000","211196","272784","9032"
"Merge-sort","1095000","52868","238192","9032"
"Cocktail-sort","91832000","30833790","50989572","9032"
"Shell-sort","933000","208882","270477","9033"
"Merge-sort","1101000","52920","238222","9033"
"Cocktail-sort","91727000","30641020","50786869","9033"
"Shell-sort","937000","209912","271514","9034"
"Merge-sort","1094000","52786","238252","9034"
"Cocktail-sort","92611000","30980833","51291616","9034"
"Shell-sort","954000","217846","279455","9035"
"Merge-sort","1102000","52836","238282","9035"
"Cocktail-sort","91590000","30856428","51093576","9035"
"Shell-sort","932000","209889","271505","9036"
"Merge-sort","1089000","52866","238312","9036"
"Cocktail-sort","91586000","30807360","51501214","9036"
"Shell-sort","947000","215340","276963","9037"
"Merge-sort","1092000","52964","238342","9037"
"Cocktail-sort","91439000","30794004","51112274","9037"
"Shell-sort","948000","214345","275975","9038"
"Merge-sort","1103000","52843","238372","9038"
"Cocktail-sort","91657000","30336194","50802285","9038"
"Shell-sort","948000","218081","279718","9039"
"Merge-sort","1100000","52976","238402","9039"
"Cocktail-sort","91503000","30798632","50871622","9039"
"Shell-sort","943000","214016","275660","9040"
"Merge-sort","1104000","52970","238432","9040"
"Cocktail-sort","91444000","30776259","51066287","9040"
"Shell-sort","945000","214201","275852","9041"
"Merge-sort","1090000","52962","238462","9041"
"Cocktail-sort","91799000","30986382","51461762","9041"
"Shell-sort","946000","220002","281660","9042"
"Merge-sort","1097000","52876","238492","9042"
"Cocktail-sort","92334000","30789850","51375757","9042"
"Shell-sort","931000","209970","271635","9043"
"Merge-sort","1089000","52907","238522","9043"
"Cocktail-sort","92732000","30821340","51263816","9043"
"Shell-sort","957000","218931","280603","9044"
"Merge-sort","1108000","52940","238552","9044"
"Cocktail-sort","96201000","31071223","51333632","9044"
"Shell-sort","936000","211545","273224","9045"
"Merge-sort","1093000","52880","238582","9045"
"Cocktail-sort","91167000","30381140","50571253","9045"
"Shell-sort","945000","218811","280497","9046"
"Merge-sort","1107000","52871","238612","9046"
"Cocktail-sort","91747000","30964797","51306023","9046"
"Shell-sort","947000","218365","280058","9047"
"Merge-sort","1093000","52919","238642","9047"
"Cocktail-sort","91877000","30951526","51244692","9047"
"Shell-sort","927000","205834","267534","9048"
"Merge-sort","1224000","52902","238672","9048"
"Cocktail-sort","91983000","30745054","51218527","9048"
"Shell-sort","955000","222759","284466","9049"
"Merge-sort","1090000","52862","238702","9049"
"Cocktail-sort","92583000","30785676","51239467","9049"
"Shell-sort","957000","220840","282554","9050"
"Merge-sort","1097000","52899","238732","9050"
"Cocktail-sort","90849000","30577237","50634607","9050"
"Shell-sort","940000","212526","274247","9051"
"Merge-sort","1095000","52993","238762","9051"
"Cocktail-sort","91001000","30361892","50133681","9051"
"Shell-sort","947000","214029","275757","9052"
"Merge-sort","1261000","52921","238792","9052"
"Cocktail-sort","92438000","30704371","51148615","9052"
"Shell-sort","944000","205077","266812","9053"
"Merge-sort","1093000","52987","238822","9053"
"Cocktail-sort","91920000","30595280","51257145","9053"
"Shell-sort","949000","217582","279324","9054"
"Merge-sort","1106000","53013","238852","9054"
"Cocktail-sort","93759000","30690736","51405816","9054"
"Shell-sort","961000","226756","288505","9055"
"Merge-sort","1175000","52811","238882","9055"
"Cocktail-sort","92529000","30817440","51176704","9055"
"Shell-sort","933000","211348","273104","9056"
"Merge-sort","1096000","52988","238912","9056"
"Cocktail-sort","92364000","31073143","51886231","9056"
"Shell-sort","941000","214311","276074","9057"
"Merge-sort","1100000","53087","238942","9057"
"Cocktail-sort","91850000","30740580","51250606","9057"
"Shell-sort","937000","212122","273892","9058"
"Merge-sort","1098000","53009","238972","9058"
"Cocktail-sort","91286000","30581232","50976893","9058"
"Shell-sort","956000","221687","283464","9059"
"Merge-sort","1106000","52982","239002","9059"
"Cocktail-sort","92418000","30948200","51683255","9059"
"Shell-sort","942000","215732","277516","9060"
"Merge-sort","1099000","53142","239032","9060"
"Cocktail-sort","92434000","31104918","51585806","9060"
"Shell-sort","946000","213982","275773","9061"
"Merge-sort","1102000","53139","239062","9061"
"Cocktail-sort","92574000","30939356","51347928","9061"
"Shell-sort","932000","202883","264681","9062"
"Merge-sort","1090000","53012","239092","9062"
"Cocktail-sort","93400000","31238610","51453378","9062"
"Shell-sort","938000","208644","270449","9063"
"Merge-sort","1099000","53048","239122","9063"
"Cocktail-sort","92179000","31002400","51211947","9063"
"Shell-sort","926000","202962","264774","9064"
"Merge-sort","1096000","52870","239152","9064"
"Cocktail-sort","93359000","31033886","51453006","9064"
"Shell-sort","952000","220711","282530","9065"
"Merge-sort","1098000","53094","239182","9065"
"Cocktail-sort","92953000","31069824","51615228","9065"
"Shell-sort","955000","220418","282244","9066"
"Merge-sort","1105000","53097","239212","9066"
"Cocktail-sort","91378000","30903565","51226655","9066"
"Shell-sort","941000","213925","275758","9067"
"Merge-sort","1094000","52988","239242","9067"
"Cocktail-sort","92089000","30993740","51503332","9067"
"Shell-sort","952000","217058","278898","9068"
"Merge-sort","1101000","53106","239272","9068"
"Cocktail-sort","92726000","30753960","51295173","9068"
"Shell-sort","946000","215797","277644","9069"
"Merge-sort","1095000","53070","239302","9069"
"Cocktail-sort","92468000","30948820","51149027","9069"
"Shell-sort","935000","205146","267000","9070"
"Merge-sort","1110000","53095","239332","9070"
"Cocktail-sort","93992000","30835728","51671924","9070"
"Shell-sort","968000","209917","271778","9071"
"Merge-sort","1096000","53053","239362","9071"
"Cocktail-sort","92592000","30989502","51365385","9071"
"Shell-sort","936000","202996","264864","9072"
"Merge-sort","1102000","53071","239392","9072"
"Cocktail-sort","94118000","31289351","52766524","9072"
"Shell-sort","946000","211862","273737","9073"
"Merge-sort","1096000","53054","239422","9073"
"Cocktail-sort","92542000","30803864","51442759","9073"
"Shell-sort","943000","214045","275927","9074"
"Merge-sort","1106000","53001","239452","9074"
"Cocktail-sort","91982000","30822037","51304895","9074"
"Shell-sort","943000","213265","275154","9075"
"Merge-sort","1093000","53130","239482","9075"
"Cocktail-sort","93412000","30953570","51444299","9075"
"Shell-sort","954000","218062","279958","9076"
"Merge-sort","1098000","53028","239512","9076"
"Cocktail-sort","90985000","30510067","50228988","9076"
"Shell-sort","947000","215387","277290","9077"
"Merge-sort","1101000","53114","239542","9077"
"Cocktail-sort","94290000","30885624","51483695","9077"
"Shell-sort","944000","215040","276950","9078"
"Merge-sort","1104000","53143","239572","9078"
"Cocktail-sort","91691000","30689344","51217773","9078"
"Shell-sort","947000","212458","274375","9079"
"Merge-sort","1097000","53062","239602","9079"
"Cocktail-sort","93142000","31026022","51236950","9079"
"Shell-sort","950000","214376","276300","9080"
"Merge-sort","1101000","53135","239632","9080"
"Cocktail-sort","93501000","31143150","51903894","9080"
"Shell-sort","947000","216024","277955","9081"
"Merge-sort","1166000","53212","239662","9081"
"Cocktail-sort","93149000","30776116","51026134","9081"
"Shell-sort","946000","212998","274936","9082"
"Merge-sort","1110000","53153","239692","9082"
"Cocktail-sort","92888000","31237497","51755445","9082"
"Shell-sort","946000","215433","277378","9083"
"Merge-sort","1100000","53138","239722","9083"
"Cocktail-sort","92538000","30940104","51145749","9083"
"Shell-sort","959000","224316","286268","9084"
"Merge-sort","1091000","53220","239752","9084"
"Cocktail-sort","93587000","30725478","50793532","9084"
"Shell-sort","958000","220957","282916","9085"
"Merge-sort","1105000","53023","239782","9085"
"Cocktail-sort","93427000","31057932","51788270","9085"
"Shell-sort","949000","215671","277637","9086"
"Merge-sort","1099000","53296","239812","9086"
"Cocktail-sort","93271000","30921897","51595192","9086"
"Shell-sort","953000","217236","279209","9087"
"Merge-sort","1116000","53188","239842","9087"
"Cocktail-sort","92870000","31389984","51614202","9087"
"Shell-sort","940000","210529","272509","9088"
"Merge-sort","1101000","53204","239872","9088"
"Cocktail-sort","92614000","30609807","51320020","9088"
"Shell-sort","949000","216422","278409","9089"
"Merge-sort","1106000","53196","239902","9089"
